,noise_rate,alpha,success,performance,drift_name
57,0.01,0.1,True,17,abrupt_concept_drift_noisy01
58,0.01,0.1,True,693,abrupt_covariate_noisy01
59,0.01,0.1,True,676,gradual_concept_drift_noisy01
60,0.01,0.001,False,10000,nodrift_noisy01
61,0.01,0.001,True,2145,smooth_concept_drift_noisy01
62,0.01,0.001,True,41,abrupt_concept_drift_noisy01
63,0.01,0.001,False,10000,abrupt_covariate_noisy01
64,0.01,0.001,True,730,gradual_concept_drift_noisy01
65,0.01,0.0005,False,10000,nodrift_noisy01
66,0.01,0.0005,False,10000,smooth_concept_drift_noisy01
67,0.01,0.0005,True,27,abrupt_concept_drift_noisy01
68,0.01,0.0005,False,10000,abrupt_covariate_noisy01
69,0.01,0.0005,True,796,gradual_concept_drift_noisy01
70,0.01,0.0001,False,10000,nodrift_noisy01
71,0.01,0.0001,False,10000,smooth_concept_drift_noisy01
72,0.01,0.0001,True,106,abrupt_concept_drift_noisy01
73,0.01,0.0001,False,10000,abrupt_covariate_noisy01
74,0.01,0.0001,True,2040,gradual_concept_drift_noisy01
75,0.05,1.0,False,10000,nodrift_noisy05
76,0.05,1.0,False,10000,smooth_concept_drift_noisy05
77,0.05,1.0,False,10000,abrupt_concept_drift_noisy05
78,0.05,1.0,False,10000,abrupt_covariate_noisy05
79,0.05,1.0,False,10000,gradual_concept_drift_noisy05
80,0.05,0.1,False,10000,nodrift_noisy05
81,0.05,0.1,True,441,smooth_concept_drift_noisy05
82,0.05,0.1,True,15,abrupt_concept_drift_noisy05
83,0.05,0.1,True,301,abrupt_covariate_noisy05
84,0.05,0.1,False,10000,gradual_concept_drift_noisy05
85,0.05,0.001,False,10000,nodrift_noisy05
86,0.05,0.001,False,10000,smooth_concept_drift_noisy05
87,0.05,0.001,True,99,abrupt_concept_drift_noisy05
88,0.05,0.001,False,10000,abrupt_covariate_noisy05
89,0.05,0.001,True,688,gradual_concept_drift_noisy05
90,0.05,0.0005,False,10000,nodrift_noisy05
91,0.05,0.0005,False,10000,smooth_concept_drift_noisy05
92,0.05,0.0005,True,70,abrupt_concept_drift_noisy05
93,0.05,0.0005,False,10000,abrupt_covariate_noisy05
94,0.05,0.0005,True,697,gradual_concept_drift_noisy05
95,0.05,0.0001,False,10000,nodrift_noisy05
96,0.05,0.0001,False,10000,smooth_concept_drift_noisy05
97,0.05,0.0001,True,27,abrupt_concept_drift_noisy05
98,0.05,0.0001,False,10000,abrupt_covariate_noisy05
99,0.05,0.0001,True,2127,gradual_concept_drift_noisy05
100,0.1,1.0,False,10000,nodrift_noisy1
101,0.1,1.0,False,10000,smooth_concept_drift_noisy1
102,0.1,1.0,False,10000,abrupt_concept_drift_noisy1
103,0.1,1.0,False,10000,abrupt_covariate_noisy1
104,0.1,1.0,False,10000,gradual_concept_drift_noisy1
105,0.1,0.1,False,10000,nodrift_noisy1
106,0.1,0.1,True,1058,smooth_concept_drift_noisy1
107,0.1,0.1,False,10000,abrupt_concept_drift_noisy1
108,0.1,0.1,False,10000,abrupt_covariate_noisy1
109,0.1,0.1,False,10000,gradual_concept_drift_noisy1
110,0.1,0.001,False,10000,nodrift_noisy1
111,0.1,0.001,True,4387,smooth_concept_drift_noisy1
112,0.1,0.001,True,22,abrupt_concept_drift_noisy1
113,0.1,0.001,False,10000,abrupt_covariate_noisy1
114,0.1,0.001,True,1582,gradual_concept_drift_noisy1
115,0.1,0.0005,False,10000,nodrift_noisy1
116,0.1,0.0005,False,10000,smooth_concept_drift_noisy1
117,0.1,0.0005,True,885,abrupt_concept_drift_noisy1
118,0.1,0.0005,False,10000,abrupt_covariate_noisy1
119,0.1,0.0005,True,1626,gradual_concept_drift_noisy1
120,0.1,0.0001,False,10000,nodrift_noisy1
121,0.1,0.0001,False,10000,smooth_concept_drift_noisy1
122,0.1,0.0001,False,10000,abrupt_concept_drift_noisy1
123,0.1,0.0001,False,10000,abrupt_covariate_noisy1
124,0.1,0.0001,True,726,gradual_concept_drift_noisy1
125,0.5,1.0,False,10000,nodrift_noisy5
126,0.5,1.0,False,10000,smooth_concept_drift_noisy5
127,0.5,1.0,False,10000,abrupt_concept_drift_noisy5
128,0.5,1.0,False,10000,abrupt_covariate_noisy5
129,0.5,1.0,False,10000,gradual_concept_drift_noisy5
130,0.5,0.1,False,10000,nodrift_noisy5
131,0.5,0.1,False,10000,smooth_concept_drift_noisy5
132,0.5,0.1,False,10000,abrupt_concept_drift_noisy5
133,0.5,0.1,False,10000,abrupt_covariate_noisy5
134,0.5,0.1,False,10000,gradual_concept_drift_noisy5
135,0.5,0.001,False,10000,nodrift_noisy5
136,0.5,0.001,True,1826,smooth_concept_drift_noisy5
137,0.5,0.001,False,10000,abrupt_concept_drift_noisy5
138,0.5,0.001,True,2254,abrupt_covariate_noisy5
139,0.5,0.001,False,10000,gradual_concept_drift_noisy5
140,0.5,0.0005,False,10000,nodrift_noisy5
141,0.5,0.0005,False,10000,smooth_concept_drift_noisy5
142,0.5,0.0005,False,10000,abrupt_concept_drift_noisy5
143,0.5,0.0005,False,10000,abrupt_covariate_noisy5
144,0.5,0.0005,False,10000,gradual_concept_drift_noisy5
145,0.5,0.0001,False,10000,nodrift_noisy5
146,0.5,0.0001,False,10000,smooth_concept_drift_noisy5
147,0.5,0.0001,False,10000,abrupt_concept_drift_noisy5
148,0.5,0.0001,False,10000,abrupt_covariate_noisy5
149,0.5,0.0001,False,10000,gradual_concept_drift_noisy5
